cell_id,split,cell_number,cycle_life,screening_label,matrix_rows,matrix_cols,matrix_mean,matrix_std,matrix_min,matrix_max,matrix_abs_mean,matrix_abs_max,cycle_mean_start,cycle_mean_end,cycle_mean_delta,cycle_std_start,cycle_std_end,cycle_std_delta,mean_slope_over_cycles,std_slope_over_cycles,q01,q05,q50,q95,q99
train_cell11,train,11,870.0,Conditional Reuse,1000,99,0.7559580953622722,0.4279278356241957,-0.00044094,1.0765,0.7559608480631682,1.0765,0.762930310977926,0.74677384698055,-0.016156463997375914,0.43044847068819764,0.42454636911341503,-0.005902101574782603,-0.00019097690364082234,-6.890080519150402e-05,2.302171e-05,0.0017278750000000005,1.0186,1.0734,1.0754
train_cell12,train,12,860.0,Conditional Reuse,1000,99,0.7482477865313317,0.4244836655899141,-0.00047494,1.0664,0.7482510380664258,1.0664,0.75486862541442,0.7395508474055199,-0.015317778008900107,0.4268903743844709,0.421412775891375,-0.005477598493095925,-0.00018188879021279944,-6.425726085390096e-05,-3.7663639999999957e-06,0.0016647850000000002,1.0096,1.0635,1.0653
train_cell13,train,13,709.0,Conditional Reuse,1000,99,0.7525876670076802,0.424214769169012,-0.0004263,1.0679,0.7525897137890903,1.0679,0.759435512287004,0.74334153405304,-0.016093978233963968,0.4264847047605181,0.42103552245548237,-0.005449182305035716,-0.00019175213020787348,-6.368170889787755e-05,4.971781e-05,0.0017471900000000015,1.0128,1.0653,1.067
train_cell14,train,14,731.0,Conditional Reuse,1000,99,0.7465889039454567,0.42312754007244546,-0.00047052,1.0656,0.7465917397124978,1.0656,0.7547764516575151,0.735686567138747,-0.01908988451876803,0.4260648783632151,0.41933153490161723,-0.006733343461597874,-0.00022640899983317322,-7.83080997936752e-05,1.5046970000000025e-05,0.0016894800000000004,1.0055,1.0625,1.0645
train_cell15,train,15,742.0,Conditional Reuse,1000,99,0.7361996886179845,0.42401448427380173,-0.00052078,1.0629,0.7362045479811665,1.0629,0.742206921609666,0.727598869348989,-0.014608052260676962,0.42691978514672696,0.4204242573005588,-0.0064955278461681365,-0.00017629805072039568,-7.667679474640167e-05,-6.639242e-05,0.001536795,0.99706,1.0599,1.0618
train_cell16,train,16,704.0,Conditional Reuse,1000,99,0.7475663489811502,0.4238752225523054,-0.14213,1.4872,0.7475807968376803,1.4872,0.7559024561935099,0.7365830081492589,-0.01931944804425101,0.42695771928041637,0.419859783643109,-0.007097935637307373,-0.00022878981708424076,-8.411255673184679e-05,5.026523000000003e-07,0.0016832700000000004,1.007,1.0639,1.066
train_cell17,train,17,617.0,Conditional Reuse,1000,99,0.7374161979212661,0.42176687841725136,-0.00050071,1.0603,0.7374194567260824,1.0603,0.748302319435582,0.723571080748772,-0.024731238686810042,0.42555215958097853,0.4167741864526372,-0.008777973128341332,-0.0002916329822168614,-0.00010247454104825541,-5.138919999999998e-06,0.00162319,0.99543,1.0569,1.0591
train_cell18,train,18,966.0,Conditional Reuse,1000,99,0.7522776247023852,0.4269426268357075,-0.00046556,1.072,0.7522810431640725,1.072,0.756669264515695,0.74570641633961,-0.01096284817608506,0.42840519670211585,0.4246774778708899,-0.003727718831225968,-0.00013594412351607962,-4.502239447154731e-05,-1.4047119999999996e-05,0.0015995,1.0154,1.0691,1.0707
train_cell19,train,19,702.0,Conditional Reuse,1000,99,0.7464057572964652,0.4253083437902092,-0.00056178,1.0688,0.7464099764540257,1.0688,0.7546992652308799,0.7360447638151503,-0.018654501415729663,0.42814779402040676,0.42155881037858633,-0.006588983641820423,-0.0002224176112523651,-7.755476352543261e-05,-4.261601e-05,0.0015846750000000004,1.0073,1.0655,1.0676
train_cell20,train,20,616.0,Conditional Reuse,1000,99,0.7426806148487334,0.42647714864218916,-0.00068236,1.0738,0.7426868250581307,1.0738,0.75486819236585,0.7276153637935721,-0.027252828572277954,0.4312959875540968,0.4205266739761149,-0.010769313577981943,-0.0003181050690279844,-0.00012422214081427344,-0.00011536069999999999,0.001458295,1.0021,1.0694,1.0723
train_cell21,train,21,300.0,Recycle,1000,99,0.7131640871494029,0.41148247811454586,-0.00049737,1.0576,0.7131670726032907,1.0576,0.7432182580160099,0.6744427245671001,-0.06877553344890985,0.42336351067815664,0.39556543451495413,-0.027798076163202512,-0.0007861144157337083,-0.0003072577540522982,3.726004000000001e-06,0.0015785700000000005,0.95276,1.0493,1.0548
train_cell22,train,22,438.0,Recycle,1000,99,0.7422010552946964,0.4215616358262714,-0.00055951,1.0623,0.7422056017519577,1.0623,0.75123240952633,0.7279561385660499,-0.023276270960280065,0.4251058009625507,0.416456236317003,-0.00864956464554767,-0.00027392699552986776,-9.52377061217199e-05,-5.4970549999999995e-05,0.001548,0.99877,1.0585,1.0607
train_cell23,train,23,444.0,Recycle,1000,99,0.7384731467600107,0.41879855934154414,-0.00037937,1.0593,0.7384746166844917,1.0593,0.75140336175117,0.721028132549831,-0.03037522920133895,0.4237565284576806,0.41232878584891935,-0.011427742608761227,-0.0003635725964510902,-0.0001324976637161618,7.055540999999999e-05,0.0017587800000000004,0.9932300000000001,1.0555,1.0583
train_cell24,train,24,511.0,Conditional Reuse,1000,99,0.7295919233661456,0.4174467107334389,-0.00042589,1.0574,0.7295937148093208,1.0574,0.74482047190553,0.7094972242858801,-0.03532324761964989,0.4239745821309723,0.40928767680532135,-0.014686905325650923,-0.0004192379557841302,-0.00017119950578387404,6.086324e-05,0.001731795,0.9827,1.0522,1.0559
train_cell25,train,25,477.0,Recycle,1000,99,0.738919758188836,0.42164986343155486,-0.00048848,1.0608,0.7389237265260702,1.0608,0.74893642287398,0.7247691899421199,-0.024167232931860072,0.425754638537138,0.4160984861379752,-0.009656152399162843,-0.00028918103031131125,-0.00011167193016673789,-3.711212e-05,0.0015878500000000007,0.996985,1.0572,1.0597
train_cell26,train,26,483.0,Recycle,1000,99,0.7406791110129703,0.4226959424214404,-0.00043177,1.0681,0.7406816488657334,1.0681,0.7561679640149201,0.72135233140681,-0.03481563260811016,0.4280105291486385,0.4158643075393521,-0.012146221609286412,-0.0004092692334563205,-0.00014034167905865394,2.2369250000000003e-05,0.0016465750000000004,0.99733,1.0636,1.0668
train_cell27,train,27,494.0,Recycle,1000,99,0.7361253313363721,0.42078636362514443,-0.00047932,1.0587,0.736129842742743,1.0587,0.7445066840796991,0.72268274263856,-0.021823941441139083,0.4239273428650115,0.4165990581781624,-0.007328284686849096,-0.00025967445145590613,-8.824628480720746e-05,-5.985562e-05,0.00153689,0.99304,1.0549,1.0572
train_cell28,train,28,461.0,Recycle,1000,99,0.7061253280574475,0.40694633335949526,-0.00044275,1.0273,0.7061273771509792,1.0273,0.7201323095026981,0.68958175317569,-0.030550556327008094,0.41298101536355203,0.4008224426360084,-0.012158572727543615,-0.00036191870659427146,-0.00012708022499076667,3.048071e-05,0.0015672800000000003,0.9551149999999999,1.0213,1.0249
train_cell29,train,29,489.0,Recycle,1000,99,0.7375603438599055,0.4231691408999875,-0.00047887,1.0677,0.7375641562114923,1.0677,0.7486856539562701,0.72330241367181,-0.02538324028446004,0.42728929163460694,0.4177902570775212,-0.009499034557085728,-0.00031367039069783476,-0.00011612433174230136,-2.875412e-05,0.0015936400000000008,0.995285,1.0628,1.0658
train_cell30,train,30,527.0,Conditional Reuse,1000,99,0.7344293837515449,0.42061315161253876,-0.0004785,1.0617,0.7344321398659488,1.0617,0.7466814594659099,0.71915915157794,-0.027522307887969943,0.42538757350261325,0.4148217358617491,-0.010565837640864162,-0.0003262668543624306,-0.0001233167335635852,1.2227410000000002e-05,0.001613495,0.990335,1.0569,1.0601
train_cell31,train,31,461.0,Recycle,1000,99,0.7278145201531087,0.41821370628666843,-0.00046927,1.0535,0.7278183884087603,1.0535,0.73828380247291,0.71283925361284,-0.025444548860070082,0.4223180143133215,0.41270649594213055,-0.009611518371190952,-0.0003051640012340551,-0.00011016315216997663,-3.5419879999999995e-05,0.0015204700000000003,0.982425,1.0498,1.0523
train_cell32,train,32,468.0,Recycle,1000,99,0.7342753632444827,0.41852692173296685,-0.0004367,1.0544,0.7342793922532472,1.0544,0.7425024898553376,0.7213995649847901,-0.021102924870547546,0.4219080304009568,0.41388199385556806,-0.008026036545388748,-0.00025051030446844396,-9.224318179273587e-05,-4.2282799999999994e-05,0.00157289,0.9894,1.0511,1.0532
train_cell33,train,33,498.0,Recycle,1000,99,0.7461054652414251,0.4219635177661757,-0.00043244,1.0609,0.74610804731438,1.0609,0.7521068124556799,0.7352772026999771,-0.0168296097557028,0.42399181463088215,0.4183055523702268,-0.005686262260655328,-0.0002057991298101177,-6.805421519428281e-05,2.1061680000000004e-05,0.0016683450000000008,1.0043,1.0582,1.0599
train_cell34,train,34,492.0,Recycle,1000,99,0.7431445438845942,0.4230980591265922,-0.00049035,1.0637,0.7431492777383346,1.0637,0.7505962267918309,0.73231791955501,-0.01827830723682089,0.42619162977253805,0.4188206370830014,-0.007370992689536671,-0.00022270907580659868,-8.779303309626777e-05,-6.719212e-05,0.0015336450000000008,1.0015,1.0607,1.0628
train_cell35,train,35,520.0,Conditional Reuse,1000,99,0.748046822981638,0.42648436652020094,-0.00054349,1.0705,0.748051881372055,1.0705,0.7553564305905295,0.73632468356672,-0.019031747023809498,0.42953366581833974,0.42207151132168624,-0.007462154496653495,-0.00023221488329624733,-8.775552619260345e-05,-7.191994e-05,0.0015582850000000004,1.0095,1.0673,1.0692
train_cell36,train,36,463.0,Recycle,1000,99,0.7313310482411681,0.4190164098188603,-0.00044607,1.0548,0.7313349898216935,1.0548,0.7400718883512011,0.71892508569795,-0.021146802653251084,0.42237042337702474,0.414571366180438,-0.007799057196586745,-0.00025825590688659527,-9.065374861680977e-05,-3.6971779999999996e-05,0.00157799,0.98649,1.0517,1.0536
train_cell37,train,37,478.0,Recycle,1000,99,0.7396862594779768,0.4239603617329519,-0.00062139,1.0634,0.739692214148309,1.0634,0.7490418961115201,0.7267998875453501,-0.02224200856616998,0.4272175349758287,0.41923205733072433,-0.007985477645104377,-0.00026784071624040594,-9.318081624726054e-05,-0.0001100727,0.0014303800000000004,0.99856,1.0603,1.0623
train_cell38,train,38,459.0,Recycle,1000,99,0.7399594722167716,0.42537448359773944,-0.00056582,1.0693,0.739964851576573,1.0693,0.7496318450367556,0.725816508538621,-0.02381533649813461,0.429000172861744,0.4199421460955105,-0.009058026766233518,-0.0002877037722789083,-0.00010714738949937536,-8.654125999999999e-05,0.0014870950000000001,0.9988250000000001,1.0658,1.0681
train_cell39,train,39,429.0,Recycle,1000,99,0.7370568830223846,0.42121041574186097,-0.00050918,1.0598,0.7370613020164154,1.0598,0.7448935456970399,0.72434784430953,-0.020545701387509885,0.42408408012983556,0.4164387401257188,-0.007645340004116763,-0.00024888925115703156,-8.647305736055841e-05,-5.817860999999999e-05,0.0015333850000000004,0.993865,1.0561,1.0582
train_cell40,train,40,462.0,Recycle,1000,99,0.7348236876871785,0.4233572132438977,-0.0006033,1.0642,0.7348291245218659,1.0642,0.7456595418504599,0.719598223708112,-0.02606131814234791,0.4273644243483182,0.41736028524384255,-0.010004139104475618,-0.0003182025358073485,-0.00011740568210449853,-8.962265e-05,0.001474895,0.992255,1.0605,1.0629
train_cell41,train,41,487.0,Recycle,1000,99,0.739177401563308,0.42029554082862963,-0.00048396,1.059,0.7391805670696098,1.059,0.74727616768575,0.727856792625745,-0.019419375060005017,0.42342872136804016,0.4160879214623077,-0.0073407999057324425,-0.000242245997027046,-8.850644387147615e-05,-3.0879809999999988e-06,0.0016144500000000008,0.9958499999999999,1.0552,1.0574
test1_cell1,test1,1,1852.0,Reuse,1000,99,0.7473040022602045,0.42341897171224435,-0.17636,1.0617,0.7474113479014144,1.0617,0.7469533348257653,0.74569297556071,-0.0012603592650552997,0.42332245017512204,0.4227897767984686,-0.0005326733766534697,2.136909680272438e-06,-2.9938085026298488e-06,-3.290146e-05,0.00158639,1.0088,1.0596,1.0607
test1_cell2,test1,2,2237.0,Reuse,1000,99,0.7541057835123178,0.4269699859473519,-0.00045216,1.0705,0.7541089184604031,1.0705,0.7546310681286089,0.751429399517034,-0.0032016686115748927,0.42674170568785635,0.42613845582671295,-0.0006032498611434067,-3.1474469813838316e-05,-1.4100920948422044e-05,-2.841505999999997e-06,0.0016573850000000004,1.0188,1.0683,1.0696
test1_cell3,test1,3,1709.0,Reuse,1000,99,0.948842901346211,2.48918473867603,-2.1612,48.838,0.9490900879910705,48.838,0.7495899670723101,0.7452854475141699,-0.004304519558140152,0.42670027077236,0.4252614002707435,-0.001438870501616507,-0.009607419000452188,-0.0067507487230457595,-3.344189e-05,0.0015853850000000004,1.0138,1.0659,1.0674
test1_cell4,test1,4,636.0,Conditional Reuse,1000,99,0.743705969303829,0.42616472252104576,-0.00053814,1.0665,0.7437105613426243,1.0665,0.749170499943,0.73540556367931,-0.01376493626369002,0.4278783257001157,0.4233644014583706,-0.004513924241745071,-0.0001567708819423646,-5.217314524226202e-05,-6.394988999999999e-05,0.0015005750000000003,1.0073,1.0638,1.0654
test1_cell5,test1,5,1054.0,Reuse,1000,99,0.7549843911725919,0.42731979812934545,-0.00049444,1.0724,0.754987922478977,1.0724,0.758309060885911,0.7485582304002499,-0.009750830485661055,0.4282124772959549,0.42516571281594157,-0.003046764480013342,-0.00012806278395450957,-3.96932843011611e-05,-1.612515e-05,0.001634295,1.0179,1.0701,1.0716
test1_cell6,test1,6,880.0,Conditional Reuse,1000,99,0.7415127769954113,0.4235407306437953,-0.00052972,1.0603,0.7415178774816582,1.0603,0.744489419298647,0.734734518570003,-0.009754900728643934,0.4249276837458283,0.42120046450776766,-0.0037272192380606306,-0.00010904411154775719,-4.476295921104778e-05,-7.891982e-05,0.0015030900000000001,1.0034,1.0574,1.0588
test1_cell7,test1,7,862.0,Conditional Reuse,1000,99,0.7477335235037006,0.4266469119029585,-0.00050764,1.071,0.7477376938318374,1.071,0.75150529761464,0.7411038456761,-0.01040145193854003,0.4285990213589071,0.42412877227098145,-0.0044702490879256485,-0.00011277624122477889,-5.03932824352611e-05,-4.786303e-05,0.0015564700000000003,1.01,1.0679,1.0696
test1_cell8,test1,8,691.0,Conditional Reuse,1000,99,0.7269815542076337,0.41865978453172964,-0.00043566,1.0523,0.7269841650078568,1.0523,0.73417557125805,0.71585006970013,-0.01832550155792001,0.42185307932683674,0.4143858686191207,-0.007467210707716054,-0.00022386958902685772,-8.746780972863907e-05,1.680982e-05,0.0016105700000000004,0.98359,1.0489,1.0511
test1_cell9,test1,9,534.0,Conditional Reuse,1000,99,0.9824449899298289,2.742267420687488,-8.8565,31.029,0.9832199335840732,31.029,0.7493843552960651,0.7184891813306499,-0.03089517396541519,0.42356814681719185,0.4118210674318269,-0.011747079385364956,-0.011852942589131662,-0.005376081451370345,4.781242e-05,0.00170239,0.9914149999999999,1.0544,1.0587
test1_cell10,test1,10,1014.0,Reuse,1000,99,0.7468960219609363,0.42663899154188334,-0.00050305,1.0681,0.7469006757794773,1.0681,0.7515511992031919,0.73972811671648,-0.011823082486711933,0.4285877091521341,0.4240032979438941,-0.004584411208240047,-0.00014266696068653456,-5.405363197116727e-05,-5.888850999999999e-05,0.0015665400000000008,1.011,1.0655,1.0672
test1_cell11,test1,11,854.0,Conditional Reuse,1000,99,0.752134338389482,0.42422425255759394,-0.00043524,1.0652,0.7521364010275405,1.0652,0.7559184254091249,0.7452904053562501,-0.010628020052874776,0.4254664143427137,0.42191180483705704,-0.0035546095056566696,-0.00013151913109302486,-4.3340565597385274e-05,4.695393000000001e-05,0.0017355650000000003,1.0138,1.0631,1.0645
test1_cell12,test1,12,842.0,Conditional Reuse,1000,99,0.7510032218073535,0.4243564737468837,-0.00042022,1.067,0.7510059152039286,1.067,0.75686151108021,0.7427972565285561,-0.014064254551653943,0.4262453852731154,0.4216084443501051,-0.004636940923010313,-0.0001679772645761996,-5.3900577084078544e-05,2.14502e-05,0.0016963600000000007,1.0121,1.0642,1.0659
test1_cell13,test1,13,917.0,Conditional Reuse,1000,99,0.7500829129321992,0.4251250143039736,-0.00046613,1.0681,0.7500860111088135,1.0681,0.7563585812110779,0.7413601522901749,-0.014998428920902973,0.42754008002392974,0.42194190990786345,-0.005598170116066281,-0.00017954455758036373,-6.566944256409712e-05,2.0325470000000024e-06,0.0016853,1.0116,1.0654,1.0671
test1_cell14,test1,14,876.0,Conditional Reuse,1000,99,0.7606473627867298,0.4324089532522213,-0.00054217,1.0847,0.7606519284626628,1.0847,0.767655447534152,0.75114228639877,-0.016513161135382037,0.43512635871645905,0.4289269232098721,-0.00619943550658697,-0.00019689540466318368,-7.283873302862671e-05,-5.678929e-05,0.0016112500000000007,1.0272,1.0817,1.0837
test1_cell15,test1,15,757.0,Conditional Reuse,1000,99,0.7550691504130798,0.42976015825128927,-0.00050443,1.0818,0.7550727693618418,1.0818,0.76375084478597,0.743821130510126,-0.019929714275844,0.43357440787354007,0.4252580834888713,-0.008316324384668783,-0.00023749562506972865,-9.604006022634486e-05,-1.679136e-05,0.0016531800000000004,1.0178,1.0781,1.0805
test1_cell16,test1,16,703.0,Conditional Reuse,1000,99,0.7409735406289386,0.42281953498417,-0.00053379,1.0602,0.7409786992382433,1.0602,0.7477140644870071,0.73110733817974,-0.016606726307267006,0.4253897009910109,0.41928890835392374,-0.006100792637087182,-0.00019821445503832424,-7.219300736437643e-05,-7.775249e-05,0.0015128750000000003,1.0013,1.0575,1.0594
test1_cell17,test1,17,648.0,Conditional Reuse,1000,99,0.7459206121820944,0.42319981445304933,-0.00048176,1.0625,0.7459241743888793,1.0625,0.753289811624739,0.7355694342025599,-0.017720377422179023,0.42570357619137555,0.4195955302096493,-0.006108045981726262,-0.0002129006473686704,-7.264681599009665e-05,-1.743573e-05,0.0016018700000000005,1.0058,1.06,1.0616009999999996
test1_cell18,test1,18,625.0,Conditional Reuse,1000,99,0.7485455423072099,0.42494567567996566,-0.00048,1.0707,0.7485489359365838,1.0707,0.758492317602252,0.736022941517709,-0.022469376084543025,0.42821773870185775,0.4205266932911142,-0.007691045410743558,-0.00026341105974765134,-9.02203582967876e-05,-1.2646999999999998e-05,0.0016451150000000012,1.0081,1.0672,1.0695
test1_cell19,test1,19,1051.0,Reuse,1000,99,0.7487265976365332,0.4258909370603924,-0.00048719,1.0681,0.7487299704702186,1.0681,0.7529774628207311,0.74225007457954,-0.010727388241191127,0.42749127295310785,0.4236197822011175,-0.0038714907519903363,-0.00013153920967304018,-4.688716123316142e-05,-1.0596389999999995e-05,0.0016159700000000004,1.0118,1.0654,1.067
test1_cell20,test1,20,651.0,Conditional Reuse,1000,99,0.7365264610627118,0.4198900803748176,-0.00047752,1.0538,0.7365295144559438,1.0538,0.744834398399726,0.72681048271379,-0.018023915685935976,0.4228232700060074,0.41639363157955417,-0.006429638426453221,-0.00021196384295457286,-7.441657757561311e-05,5.150494e-07,0.001592325000000001,0.99446,1.0508,1.0525
test1_cell21,test1,21,599.0,Conditional Reuse,1000,99,0.7416041983628932,0.4250279160572778,-0.000561,1.0723,0.7416086334934061,1.0723,0.7538459664801499,0.7266478823535409,-0.027198084126608957,0.4297882980249215,0.4192165710603893,-0.010571726964532235,-0.0003177357878092536,-0.00012124907303454378,-5.4753359999999994e-05,0.0015597850000000004,0.9995,1.0678,1.0707
test1_cell22,test1,22,148.0,Recycle,1000,99,0.6810167030598298,0.40960395171759534,-0.00055343,1.0535,0.6810207776807463,1.0535,0.7145230724280134,0.6368445181048901,-0.07767855432312332,0.42364301984203523,0.3899502410892351,-0.033692778752800134,-0.0008962685490151881,-0.00038563796371638223,-4.801692e-05,0.0014219850000000004,0.93446,1.032,1.0425
test1_cell23,test1,23,335.0,Recycle,1000,99,0.7162544643512265,0.4131000972010623,-0.00044919,1.0525,0.7162567615757779,1.0525,0.7398668001026639,0.68556652533171,-0.054300274770953894,0.4220064863856722,0.400510409393062,-0.02149607699261019,-0.0006356670301637676,-0.0002447559444845304,3.471645e-05,0.00164549,0.9618150000000001,1.0462,1.0505
test1_cell24,test1,24,480.0,Recycle,1000,99,0.7371819140300934,0.41871016172925335,-0.00045311,1.0547,0.7371843944173594,1.0547,0.7459695076194663,0.7247524883605921,-0.021217019258874203,0.42194776938222905,0.41422909814871045,-0.007718671233518604,-0.000258958518910037,-8.989509357178437e-05,2.510966e-05,0.0016526850000000003,0.99309,1.0514,1.0535
test1_cell25,test1,25,561.0,Conditional Reuse,1000,99,0.7342698928261644,0.42168188513012,-0.00054229,1.0588,0.7342748233154964,1.0588,0.7439323965660909,0.7217492476671971,-0.022183148898893834,0.42588194251974537,0.4164546812629757,-0.009427261256769681,-0.0002739589208008,-0.00011199069576664447,-7.834149e-05,0.00144809,0.9927,1.0551,1.0576
test1_cell26,test1,26,458.0,Recycle,1000,99,0.7313274912270785,0.4187969739359427,-0.00038492,1.0591,0.7313292262529762,1.0591,0.74561078169958,0.712853774514297,-0.03275700718528296,0.4246459035068632,0.41125397517848994,-0.01339192832837327,-0.00038830889015372864,-0.000151574961010017,5.616615e-05,0.0017023850000000003,0.986035,1.0543,1.0576
test1_cell27,test1,27,485.0,Recycle,1000,99,0.7453515160539901,0.4232087953572204,-0.00046502,1.0656,0.7453543520256364,1.0656,0.754555527258104,0.73226977952089,-0.022285747737214034,0.4264287264801163,0.4184487994894004,-0.007979926990715924,-0.0002691341760511522,-9.418886220392834e-05,1.048907e-05,0.001646395,1.0035,1.0623,1.0644
test1_cell28,test1,28,487.0,Recycle,1000,99,0.7270615086698273,0.41666515231658396,-0.00045704,1.0503,0.7270646034478734,1.0503,0.73737485620504,0.7106968563895499,-0.026677999815490017,0.421232506658409,0.4101020529577102,-0.011130453700698817,-0.0003172106370806775,-0.00012637839160169033,-3.7524369999999994e-06,0.0015975,0.981285,1.046,1.0487
test1_cell29,test1,29,502.0,Conditional Reuse,1000,99,0.750655755729666,0.42575535949706217,-0.00047099,1.0738,0.7506588846781665,1.0738,0.7594267127192639,0.73883270657621,-0.020594006143053845,0.42954009680076166,0.42084922473506486,-0.008690872065696797,-0.0002623500629508627,-0.00010604314564260613,2.7757900000000033e-06,0.0016760550000000007,1.0099,1.0699,1.0722
test1_cell30,test1,30,513.0,Conditional Reuse,1000,99,0.7453082163723611,0.42383281569254294,-0.00045499,1.0683,0.7453107375251461,1.0683,0.7548927861544951,0.7322124801886901,-0.022680305965804948,0.4271152168980397,0.41914931758848034,-0.007965899309559377,-0.0002742483362028968,-9.322179036904677e-05,1.5518680000000003e-05,0.001626495,1.0037,1.0649,1.0672
test1_cell31,test1,31,495.0,Recycle,1000,99,0.7411592053044084,0.41905485571747814,-0.00045913,1.0572,0.7411616960646735,1.0572,0.749532121177782,0.7295523755233561,-0.01997974565442595,0.4221190526961512,0.41517244110067814,-0.006946611595473051,-0.0002447961260214088,-7.815380363994063e-05,2.988779e-05,0.0016830550000000008,0.9968950000000001,1.0539,1.0559
test1_cell32,test1,32,471.0,Recycle,1000,99,0.7359886782508251,0.4240021008360382,-0.00050656,1.0668,0.7359928234657548,1.0668,0.74713624398003,0.720153395710514,-0.026982848269516024,0.42833167556559326,0.4181482930292617,-0.010183382536331553,-0.00031996986184570654,-0.00011996006786463401,-4.032068e-05,0.0015461800000000003,0.99442,1.0629,1.0655
test1_cell33,test1,33,509.0,Conditional Reuse,1000,99,0.7417624090802478,0.4217462473754358,-0.000498,1.0618,0.7417655892128707,1.0618,0.748564496472016,0.7305764378985821,-0.017988058573433885,0.42486880797268095,0.41745478982914314,-0.007414018143537815,-0.00021843292138330425,-8.497660568426554e-05,-1.7331569999999963e-06,0.0016388,0.999355,1.0584,1.0605
