cell_id,source_file,batch_date_inferred,cell_index,cycle_life,n_cycles_available,q_discharge_cycle_2,q_discharge_cycle_100,q_discharge_mean_2_100,q_charge_mean_2_100,capacity_fade_2_100,capacity_fade_pct_2_100,capacity_slope_2_100,ir_mean_2_100,ir_change_2_100,tavg_mean_2_100,tmax_mean_2_100,tmin_mean_2_100,chargetime_mean_2_100,chargetime_change_2_100,soh_cycle_100_proxy,screening_label
2017-05-12_cell_020,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,20,534.0,99,1.07263,1.0612478,1.0698410858585858,1.0691817929292928,0.011382199999999898,1.06114876518463,-0.00013977618181818628,0.01505672603030303,-0.000580528000000002,32.15292201754506,34.92834715151515,29.96077201010101,9.027207626262616,0.030163333333559805,98.93885123481537,Conditional Reuse
2017-05-12_cell_021,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,21,559.0,99,1.0824388,1.0767291,1.082226497979798,1.081284341414141,0.005709699999999929,0.5274847871306838,-8.178444155844783e-05,0.014937809606060608,-0.0002038070000000003,33.13697371135653,36.94892544444444,30.249985080808077,8.987271380471347,0.014681666666637838,99.47251521286931,Conditional Reuse
2017-05-12_cell_022,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,22,891.0,99,1.0793039,1.0820541,1.082979815151515,1.0827749171717174,-0.002750199999999925,-0.25481238416723273,-6.755834260975108e-06,0.0165919733030303,-5.07210000000001e-05,32.84391283877385,36.64192422222223,30.040688757575758,11.46291215488218,0.08237499999992615,100.25481238416722,Conditional Reuse
2017-05-12_cell_023,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,23,1014.0,99,1.0792934,1.0816909,1.0824610575757576,1.0823519212121213,-0.0023974999999998303,-0.2221360753248218,-6.9509103277676335e-06,0.016824002585858585,-9.143999999999125e-06,31.99077454717494,34.8727843939394,29.809444080808078,11.458691784511789,-0.0003200000003751313,100.22213607532481,Reuse
2017-05-12_cell_024,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,24,1017.0,99,1.0745355,1.0776314,1.0780331868686868,1.0779243464646464,-0.0030958999999999293,-0.2881151902380079,2.024258503400797e-06,0.016587448888888887,-4.86200000000131e-06,33.378063951824195,36.866496545454545,30.499276616161612,12.128487205387225,0.08339666666691592,100.28811519023802,Reuse
2017-05-12_cell_025,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,25,854.0,99,1.0752345,1.0780438,1.078847887878788,1.0782877686868686,-0.0028093000000000146,-0.2612732385354092,5.129313543567791e-07,0.0165961417979798,-1.1263999999996943e-05,33.848557073949294,37.990239878787875,30.579572131313135,12.137498080808081,0.0001883333333960735,100.26127323853542,Conditional Reuse
2017-05-12_cell_026,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,26,870.0,99,1.0876514,1.0893713,1.0905742878787879,1.0905738262626263,-0.0017199000000001075,-0.1581297095742356,-1.5210461348173987e-05,0.016285491838383837,1.2887999999999095e-05,33.15641406115227,36.41381293939394,30.38804886868687,10.800664208754247,-0.0006883333333771446,100.15812970957423,Conditional Reuse
2017-05-12_cell_027,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,27,842.0,99,1.0790461,1.0810226,1.0820360393939392,1.0820815363636365,-0.0019765000000000477,-0.18317104338730733,-1.0758799010511252e-05,0.01609890666666667,3.187999999999802e-05,33.89497000372245,37.51131004040404,30.730024525252528,10.803712340067367,-0.0008783333330324439,100.1831710433873,Conditional Reuse
2017-05-12_cell_028,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,28,860.0,99,1.0777475,1.0796947,1.0806956292929293,1.0798740373737374,-0.0019471999999998157,-0.18067311684785312,-7.726680272106807e-06,0.01668003754545454,6.377100000000066e-05,33.773800525042,37.491157878787874,30.628645454545453,11.138253585858592,-5.8333333861071424e-05,100.18067311684786,Conditional Reuse
2017-05-12_cell_029,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,29,917.0,99,1.0794537,1.0818107,1.0827828212121215,1.0825825171717172,-0.0023569999999999425,-0.21835119005103623,-5.212719851580695e-06,0.016545523626262625,1.7818000000002776e-05,32.70415601771739,35.39940990909091,30.431080343434342,11.151875336700314,-0.0003499999998890502,100.21835119005105,Conditional Reuse
2017-05-12_cell_030,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,30,709.0,99,1.0798637,1.0814074,1.0828237171717172,1.082604001010101,-0.0015437000000000367,-0.14295322641181815,-1.636821892393466e-05,0.01600942625252525,5.842799999999926e-05,33.54008830692456,36.797617333333335,30.65161108080808,10.124524292929316,0.0001766666667517569,100.14295322641182,Conditional Reuse
2017-05-12_cell_031,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,31,876.0,99,1.0946392,1.0953494,1.097068405050505,1.0967882626262626,-0.0007101999999998831,-0.06487982524286387,-2.620108225108124e-05,0.016865566141414143,1.0658000000000195e-05,30.375396745150564,30.709141161616163,30.009055646464653,10.126957558922545,-0.0004933333340879642,100.06487982524285,Conditional Reuse
2017-05-12_cell_032,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,32,731.0,99,1.0778366,1.0793804,1.0806714494949494,1.0802991686868688,-0.001543800000000095,-0.1432313580741362,-1.277627210883784e-05,0.016167064252525253,5.134400000000178e-05,33.08050304573434,36.23561784848484,30.377384848484855,10.129902676767715,1.6666660176412051e-06,100.14323135807413,Conditional Reuse
2017-05-12_cell_033,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,33,757.0,99,1.0924908,1.0937657,1.0954916464646465,1.0950465656565658,-0.0012749000000000787,-0.11669663488242453,-2.1812165739025274e-05,0.016483775656565655,-1.720699999999825e-05,33.67169761442224,37.731304424242424,30.36514987878788,10.129993047138067,0.00018833333345646963,100.11669663488243,Conditional Reuse
2017-05-12_cell_034,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,34,742.0,99,1.0766174,1.0794187,1.0800699888888887,1.080049704040404,-0.0028013000000000066,-0.2601945686554951,-3.129647495377911e-07,0.01685519708080808,-2.8376000000000096e-05,32.66455167507311,36.08252629292929,29.988331222222225,11.035507962962974,-0.0007116666663016247,100.26019456865549,Conditional Reuse
2017-05-12_cell_035,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,35,703.0,99,1.0707464,1.0739936,1.0745076737373735,1.074457304040404,-0.0032472000000001167,-0.30326508685904685,3.1953209647471863e-06,0.016967092292929295,3.243499999999733e-05,32.09733437854189,34.87752171717172,29.813014555555554,11.036444074074083,0.08330999999989253,100.30326508685906,Conditional Reuse
2017-05-12_cell_036,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,36,704.0,99,1.0778315,1.0802411,1.0812765595959595,1.0810641858585859,-0.0024096000000000117,-0.22355999059222256,-7.183043908478368e-06,0.016437746262626264,8.785199999999938e-05,32.04688205693082,33.970878757575754,30.278352737373737,11.554803670033683,-0.00016999999958500212,100.22355999059222,Conditional Reuse
2017-05-12_cell_037,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,37,648.0,99,1.0748194,1.0768065,1.0780300424242424,1.077913713131313,-0.0019871000000000194,-0.18487757105984684,-9.680958565250122e-06,0.01654642202020202,6.718000000000002e-05,32.95969887229894,36.05156987878787,30.246154101010102,11.561455202020227,0.0002933333335626287,100.18487757105984,Conditional Reuse
2017-05-12_cell_038,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,38,617.0,99,1.0729513,1.0749754,1.075801506060606,1.0758947444444444,-0.002024100000000084,-0.18864789110186866,-9.43712430426796e-06,0.01621205696969697,8.89640000000004e-05,33.69474656343401,37.29856363636363,30.44186774747475,10.23158840067342,0.08305333333349552,100.18864789110187,Conditional Reuse
2017-05-12_cell_039,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,39,625.0,99,1.0817773,1.0847629,1.085658998989899,1.0856706424242424,-0.0029856000000001437,-0.2759902615815791,-3.294477427336007e-06,0.016691104555555555,9.157099999999863e-05,33.50643317156701,37.403860242424244,30.3385617979798,10.242025976430945,0.0825033333334737,100.27599026158158,Conditional Reuse
2017-05-12_cell_040,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,40,966.0,99,1.0833029,1.0857353,1.0869299777777777,1.0871226919191919,-0.0024324000000000012,-0.22453553849066601,-8.204863327151616e-06,0.01667927321212121,6.656899999999896e-05,33.45968416375564,37.756139949494944,30.277771616161615,12.087224326599337,-0.00048499999984485953,100.22453553849067,Conditional Reuse
2017-05-12_cell_041,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,41,1051.0,99,1.0789614,1.0821686,1.082886786868687,1.0829608636363635,-0.0032071999999998546,-0.29724881724219737,-1.385528757008372e-07,0.016744890505050507,-9.889999999998511e-07,33.07332253245542,36.8232453030303,30.240961535353534,12.091290892255918,-7.999999982821748e-05,100.2972488172422,Reuse
2017-05-12_cell_042,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,42,702.0,99,1.0798725,1.0832821,1.083889183838384,1.0839663565656568,-0.0034095999999999016,-0.31574097868034434,2.1135980210269393e-06,0.01671562283838384,0.00010331400000000018,33.58506724391689,37.673212,30.35210961616162,11.178124326599383,-0.08355166666681946,100.31574097868034,Conditional Reuse
2017-05-12_cell_043,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,43,651.0,99,1.0682389,1.0688359,1.070522194949495,1.070406282828283,-0.0005969999999999587,-0.05588637522935728,-2.4014810142242883e-05,0.016104855565656565,0.00012785400000000016,33.339782658681436,36.82060524242424,30.253967161616156,11.17782324915825,0.08368666666650171,100.05588637522935,Conditional Reuse
2017-05-12_cell_044,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,44,616.0,99,1.0847682,1.0847102,1.0868420717171718,1.086822982828283,5.8000000000113516e-05,0.005346764405530464,-3.361546072974101e-05,0.01741384996969697,0.00015277100000000293,32.55333216968653,35.79095866666667,29.951694818181814,10.258049427609434,-0.08314166666717249,99.99465323559447,Conditional Reuse
2017-05-12_cell_045,2017-05-12_batchdata_updated_struct_errorcorrect.mat,2017-05-12,45,599.0,99,1.0839558,1.0858277,1.0871594505050506,1.0869268242424241,-0.0018719000000000374,-0.17269154332677009,-1.2920053184910836e-05,0.016674251585858585,0.00015038399999999993,33.0005473910965,36.69642807070708,29.912547070707074,10.257274326599303,-0.08297499999962454,100.17269154332678,Conditional Reuse
2017-06-30_cell_000,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,0,300.0,99,1.0700541,1.038452,1.0607473616161616,1.0606363626262627,0.031602099999999966,2.9533179677550856,-0.00035473076190476447,0.016917243747474747,-0.0002129899999999997,30.048713446074856,32.15767962626263,28.121771595959594,10.37477348484851,0.4223483333335025,97.04668203224492,Recycle
2017-06-30_cell_001,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,1,148.0,99,1.0720705,0.96833885,1.0287109878787877,1.029438928989899,0.10373164999999995,9.675823558245467,-0.0010921046972170694,0.016869171484848487,-0.0008329789999999976,32.4100534814678,36.817352333333325,29.133152626262625,10.72596308080812,0.9635233333331907,90.32417644175453,Recycle
2017-06-30_cell_002,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,2,438.0,99,1.0735391,1.0759984,1.0780272595959597,1.0772955686868688,-0.002459299999999942,-0.22908341205270882,-1.2791405071124343e-05,0.017552895676767676,-0.00023208199999999804,32.74589101643199,37.39823604040404,29.849821292929295,10.068467895622893,0.09048499999989978,100.2290834120527,Recycle
2017-06-30_cell_003,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,3,335.0,99,1.0668509,1.046734,1.0609244555555555,1.0602316262626261,0.020116899999999882,1.8856336907059723,-0.00022737416821274204,0.016190545454545457,-0.0003338249999999994,33.65516741903765,38.53191763636363,30.06057302020202,10.137257121212132,0.13846000000000203,98.11436630929403,Recycle
2017-06-30_cell_004,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,4,444.0,99,1.0728973,1.0650914,1.0718863898989899,1.0712055212121212,0.007805899999999921,0.7275533268654811,-0.00010675010018552595,0.01618886293939394,-0.0008551600000000006,32.9024450940803,37.069230989899,30.212344242424244,10.144656565656542,0.1198700000000823,99.27244667313452,Recycle
2017-06-30_cell_005,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,5,480.0,99,1.0680153,1.070745,1.0719740151515154,1.071471497979798,-0.002729700000000168,-0.2555862261523939,-1.1376598639489792e-06,0.01685332808080808,-0.0003085009999999992,32.05251533041326,35.74180347474747,29.74533036363636,10.133229612794622,0.00010000000014187549,100.2555862261524,Recycle
2017-06-30_cell_006,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,6,511.0,99,1.0687391,1.0521992,1.0647245646464647,1.0642203989898988,0.01653989999999994,1.547608766255482,-0.000214385846629568,0.01586556781818182,-0.0010291889999999998,32.77341800154968,37.326601131313126,29.662889444444446,10.218386481481522,0.14717499999994033,98.45239123374452,Conditional Reuse
2017-06-30_cell_007,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,7,663.0,99,1.0233371,1.0105121,1.0173029404040403,1.017212016161616,0.012825000000000086,1.2532527160404998,-0.00013994456029684427,0.0171366216969697,0.0004495420000000007,31.87136842251431,36.108752383838386,29.12943707070707,13.382262003367002,-0.08472166666651937,98.74674728395951,Conditional Reuse
2017-06-30_cell_008,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,8,982.0,99,1.026484,1.0305706,1.030979109090909,1.030609093939394,-0.00408659999999994,-0.39811628822270395,-1.1100766852229196e-06,0.017277435494949495,0.0002791340000000003,32.04514521064846,35.181334525252524,29.73036748484849,13.386691666666657,-0.08474166666666427,100.39811628822271,Conditional Reuse
2017-06-30_cell_009,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,9,1061.0,99,1.0317495,1.0348208,1.0351226626262628,1.0347281606060605,-0.003071299999999999,-0.2976788454949577,-8.856790352507275e-06,0.01710543202020202,0.00032858699999999824,32.515688412240905,36.197367313131316,30.049963272727272,13.3755686868687,-0.08431333333331459,100.29767884549497,Reuse
2017-06-30_cell_010,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,10,561.0,99,1.0690521,1.0670482,1.0715318585858586,1.0707906838383838,0.0020039000000000584,0.18744643034703906,-6.001392455164365e-05,0.017765133818181816,-0.0005793579999999986,33.40783701030165,38.71828132323232,30.128028222222227,10.109577053872055,-0.08034999999993886,99.81255356965296,Conditional Reuse
2017-06-30_cell_011,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,11,477.0,99,1.0717047,1.0705185,1.074210614141414,1.0731762626262629,0.0011862000000000261,0.11068347465491438,-4.145734199134466e-05,0.017195567202020205,-0.0005227400000000007,33.20898159528337,37.23627671717172,30.52722790909091,10.135728484848487,0.08521333333337644,99.88931652534508,Recycle
2017-06-30_cell_012,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,12,458.0,99,1.0712759,1.0600308,1.0689533070707073,1.0688685656565657,0.011245100000000008,1.049692240813035,-0.00014801307977737292,0.01634402229292929,-0.0009562770000000019,33.60048951209876,38.433460181818184,30.407953969696965,10.166341885521902,-0.033890000000003084,98.95030775918696,Recycle
2017-06-30_cell_013,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,13,483.0,99,1.080285,1.0716245,1.0789729272727273,1.078820404040404,0.00866049999999996,0.8016865919641539,-0.00012120364131106951,0.01659616886868687,-0.000497062999999999,33.36424175210755,37.74174986868687,30.323652656565656,10.26909826599325,0.10513333333340924,99.19831340803584,Recycle
2017-06-30_cell_014,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,14,485.0,99,1.0780684,1.0809475,1.0820690767676768,1.0818983636363637,-0.0028790999999999123,-0.26706097683596997,-3.9703030302999845e-06,0.017006705616161612,-0.00013306699999999713,32.86840487751302,37.292578131313135,30.231492969696966,10.14196829966328,0.08292166666651468,100.26706097683598,Recycle
2017-06-30_cell_015,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,15,209.0,99,0.9716751,0.92590147,0.946664942121212,0.9468438862626263,0.04577363000000001,4.7107958205371325,-0.00044948006914038595,0.016990678808080813,0.00013576200000000108,29.837561968296278,31.584541747474745,28.428369767676767,12.470037457912442,0.3539133333333062,95.28920417946287,Recycle
2017-06-30_cell_016,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,16,483.0,99,1.0096419,1.0058126,1.0102501828282828,1.0099773383838382,0.0038293000000000355,0.3792730868241537,-6.755700309214324e-05,0.017227818292929294,-0.00010940400000000045,31.3719467500025,34.820280040404036,29.076783717171722,12.141041313131325,-0.09058833333341099,99.62072691317584,Recycle
2017-06-30_cell_017,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,17,494.0,99,1.0656468,1.073837,1.0745826868686867,1.0742462525252525,-0.008190200000000036,-0.7685660952578319,2.0565896103886607e-05,0.01738245408080808,-0.0005044030000000005,31.430277523225126,34.27828941414142,29.57840173737373,10.148735757575782,0.01568999999993359,100.76856609525784,Recycle
2017-06-30_cell_018,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,18,487.0,99,1.063838,1.0588086,1.064123392929293,1.0641910949494948,0.005029399999999962,0.47275995029318013,-8.156308843537884e-05,0.017111078888888888,-0.00043553699999999973,32.95677440505808,37.33855722222222,30.041708010101004,10.197226195286191,0.08447499999965657,99.52724004970682,Recycle
2017-06-30_cell_019,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,19,461.0,99,1.0480373,1.0328457,1.042173133333333,1.042183602020202,0.015191600000000083,1.4495285616265836,-0.0001785078231292514,0.016803818030303026,-0.0010348690000000008,32.44089419797574,35.335797313131316,30.19192656565657,10.399634276094282,0.20913999999975275,98.55047143837342,Recycle
2017-06-30_cell_020,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,20,502.0,99,1.0831043,1.0862604,1.087955722222222,1.087692406060606,-0.003156099999999995,-0.29139391284846666,-6.300379715522767e-06,0.017408081727272727,-9.665400000000157e-05,32.652443174412284,36.7588658989899,30.269308979797984,10.140166599326633,-0.08295166666648512,100.29139391284846,Conditional Reuse
2017-06-30_cell_021,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,21,489.0,99,1.0768799,1.0766457,1.079894198989899,1.0796417262626263,0.00023419999999996222,0.02174801479718975,-4.3975447124306646e-05,0.017412555353535353,-0.00025887299999999974,32.35872588704418,36.29858464646465,30.170509959595964,10.144018451178432,-0.07970500000010361,99.97825198520282,Recycle
2017-06-30_cell_022,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,22,513.0,99,1.079723,1.0825431,1.0842036181818182,1.0840962484848484,-0.002820100000000103,-0.2611873600914404,-8.084566481135177e-06,0.01701693826262626,-0.00034553699999999993,31.93073263477864,35.205671333333335,29.950810414141415,10.154668468013481,-0.06749666666680021,100.26118736009144,Conditional Reuse
2017-06-30_cell_023,2017-06-30_batchdata_updated_struct_errorcorrect.mat,2017-06-30,23,527.0,99,1.0745209,1.0714235,1.0755069525252525,1.0752267141414142,0.003097399999999917,0.2882587020875924,-6.655335683364035e-05,0.017147190141414144,-0.0008254600000000001,32.25237066740248,35.903863282828276,29.97178678787878,10.314190622895637,0.06194833333332461,99.7117412979124,Conditional Reuse
